Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","829","Cigars and cheroots","2021","2021","t","1794","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","829","Cigars and cheroots","2021","2021","t","-1618","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","829","Cigars and cheroots","2022","2022","t","220","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","829","Cigars and cheroots","2022","2022","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","829","Cigars and cheroots","2022","2022","t","1870","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","829","Cigars and cheroots","2022","2022","t","-1651","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","767","Cotton lint, ginned","2020","2020","t","458","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","767","Cotton lint, ginned","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","767","Cotton lint, ginned","2020","2020","t","345","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","767","Cotton lint, ginned","2020","2020","t","113","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","767","Cotton lint, ginned","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","767","Cotton lint, ginned","2021","2021","t","254","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","767","Cotton lint, ginned","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","767","Cotton lint, ginned","2021","2021","t","392","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","767","Cotton lint, ginned","2021","2021","t","-138","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","767","Cotton lint, ginned","2022","2022","t","355","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","767","Cotton lint, ginned","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","767","Cotton lint, ginned","2022","2022","t","311","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","767","Cotton lint, ginned","2022","2022","t","44","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","767","Cotton lint, ginned","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","837","Natural rubber in other forms","2020","2020","t","49297","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","837","Natural rubber in other forms","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","837","Natural rubber in other forms","2020","2020","t","208","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","837","Natural rubber in other forms","2020","2020","t","49089","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","837","Natural rubber in other forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","837","Natural rubber in other forms","2021","2021","t","60762","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","837","Natural rubber in other forms","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","837","Natural rubber in other forms","2021","2021","t","705","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","837","Natural rubber in other forms","2021","2021","t","60057","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","837","Natural rubber in other forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","837","Natural rubber in other forms","2022","2022","t","68927","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","837","Natural rubber in other forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","837","Natural rubber in other forms","2022","2022","t","2155","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","837","Natural rubber in other forms","2022","2022","t","66772","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","837","Natural rubber in other forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","836","Natural rubber in primary forms","2020","2020","t","3407.26","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","836","Natural rubber in primary forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","836","Natural rubber in primary forms","2020","2020","t","51.54","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","836","Natural rubber in primary forms","2020","2020","t","3355.72","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","836","Natural rubber in primary forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","836","Natural rubber in primary forms","2021","2021","t","1137.97","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","836","Natural rubber in primary forms","2021","2021","t","-81.2","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","836","Natural rubber in primary forms","2021","2021","t","6415.63","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","836","Natural rubber in primary forms","2021","2021","t","-5196","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","836","Natural rubber in primary forms","2022","2022","t","793.58","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","836","Natural rubber in primary forms","2022","2022","t","6.87","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","836","Natural rubber in primary forms","2022","2022","t","786.71","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","6520","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","3957","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","2563","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","6306","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","5988","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","319","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","7107","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","-999","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","8192","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","-86","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1186","Raw silk (not thrown)","2021","2021","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1186","Raw silk (not thrown)","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5510","Production","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","155.18","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","2032.07","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","-1877","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","18.67","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","1554.07","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","-1535","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","2.48","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","1393.47","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","-1391","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1187","Silk waste","2020","2020","t","7.04","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","1187","Silk waste","2020","2020","t","7.04","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1187","Silk waste","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1187","Silk waste","2021","2021","t","7.6","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","1187","Silk waste","2021","2021","t","7.6","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1187","Silk waste","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1187","Silk waste","2022","2022","t","9.04","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","1187","Silk waste","2022","2022","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","1187","Silk waste","2022","2022","t","9.04","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1187","Silk waste","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","0.14","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","0.06","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5510","Production","826","Unmanufactured tobacco","2020","2020","t","5090","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","826","Unmanufactured tobacco","2020","2020","t","13278.5","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","826","Unmanufactured tobacco","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","826","Unmanufactured tobacco","2020","2020","t","10.87","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","826","Unmanufactured tobacco","2020","2020","t","18357.63","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","826","Unmanufactured tobacco","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5510","Production","826","Unmanufactured tobacco","2021","2021","t","5640","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","826","Unmanufactured tobacco","2021","2021","t","11101.66","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","826","Unmanufactured tobacco","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","826","Unmanufactured tobacco","2021","2021","t","271.29","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","826","Unmanufactured tobacco","2021","2021","t","16470.37","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","826","Unmanufactured tobacco","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5510","Production","826","Unmanufactured tobacco","2022","2022","t","3680","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","826","Unmanufactured tobacco","2022","2022","t","7596.6","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5071","Stock Variation","826","Unmanufactured tobacco","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","826","Unmanufactured tobacco","2022","2022","t","9.01","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","826","Unmanufactured tobacco","2022","2022","t","11267.6","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","826","Unmanufactured tobacco","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","576","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","10","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","567","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","932","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","28","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","904","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5610","Import quantity","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","1233","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5910","Export quantity","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","185","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5165","Other uses (non-food)","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","1048","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","97","Hungary","5166","Residuals","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","828","Cigarettes","2020","2020","t","122","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","828","Cigarettes","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","828","Cigarettes","2020","2020","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","828","Cigarettes","2020","2020","t","122","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","828","Cigarettes","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","828","Cigarettes","2021","2021","t","215","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","828","Cigarettes","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","828","Cigarettes","2021","2021","t","215","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","828","Cigarettes","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","828","Cigarettes","2022","2022","t","165","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","828","Cigarettes","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","828","Cigarettes","2022","2022","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","828","Cigarettes","2022","2022","t","165","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","828","Cigarettes","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","829","Cigars and cheroots","2020","2020","t","9","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","829","Cigars and cheroots","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","829","Cigars and cheroots","2020","2020","t","9","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","829","Cigars and cheroots","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","829","Cigars and cheroots","2021","2021","t","10","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","829","Cigars and cheroots","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","829","Cigars and cheroots","2021","2021","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","829","Cigars and cheroots","2021","2021","t","10","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","829","Cigars and cheroots","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","829","Cigars and cheroots","2022","2022","t","7","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","829","Cigars and cheroots","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","829","Cigars and cheroots","2022","2022","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","829","Cigars and cheroots","2022","2022","t","7","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","829","Cigars and cheroots","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","767","Cotton lint, ginned","2020","2020","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","767","Cotton lint, ginned","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","767","Cotton lint, ginned","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","767","Cotton lint, ginned","2021","2021","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","767","Cotton lint, ginned","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","767","Cotton lint, ginned","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","767","Cotton lint, ginned","2022","2022","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","767","Cotton lint, ginned","2022","2022","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","767","Cotton lint, ginned","2022","2022","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","767","Cotton lint, ginned","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","837","Natural rubber in other forms","2020","2020","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","837","Natural rubber in other forms","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","837","Natural rubber in other forms","2020","2020","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","837","Natural rubber in other forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","837","Natural rubber in other forms","2021","2021","t","0","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","837","Natural rubber in other forms","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","837","Natural rubber in other forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","837","Natural rubber in other forms","2022","2022","t","1","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","837","Natural rubber in other forms","2022","2022","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","837","Natural rubber in other forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","836","Natural rubber in primary forms","2020","2020","t","5.17","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","836","Natural rubber in primary forms","2020","2020","t","-0.02","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","836","Natural rubber in primary forms","2020","2020","t","0.09","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","836","Natural rubber in primary forms","2020","2020","t","5.1","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","836","Natural rubber in primary forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","836","Natural rubber in primary forms","2021","2021","t","13.64","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","836","Natural rubber in primary forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5910","Export quantity","836","Natural rubber in primary forms","2021","2021","t","0.05","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5165","Other uses (non-food)","836","Natural rubber in primary forms","2021","2021","t","13.58","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5166","Residuals","836","Natural rubber in primary forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5610","Import quantity","836","Natural rubber in primary forms","2022","2022","t","6.31","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","99","Iceland","5071","Stock Variation","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
